post_id,content_type,video_duration_sec,caption_length,post_day_of_week,post_hour,post_day,post_month,post_year,follower_count,hashtag_count,is_verified,is_paid_partnership,hashtags,like_count,comment_count,view_count,play_count,engagement_rate,dataset,hashtag_type_mix,time_block,is_weekend
3588924634124642123,reel,21.0,68,Saturday,15,15,3,2025,80091,4,False,False,"['tadarus', 'tadarusalquran', 'ramadhanmubarak', 'ramadhan1446h']",57,0,733,2437,0.0007116815661988713,DS3,niche_only,afternoon,True
3603539728961215803,reel,93.347,28,Friday,19,4,4,2025,80091,1,True,False,['bluegrass'],352,14,1557,3897,0.004569744793487489,DS3,niche_only,evening,False
3468594656311925277,reel,24.8,366,Monday,14,30,9,2024,80091,15,True,False,"['thriveco', 'festivesale', 'festive', 'offer', 'sale', 'offers', 'bogo', 'free', 'macbook', 'amazon', 'amazonvoucher', 'festival', 'deal', 'skincare', 'haircare']",46,3,3003,11026,0.0006117964341007841,DS3,niche_only,afternoon,False
3610576006074931624,reel,38.533,486,Monday,12,14,4,2025,80091,1,False,False,"['광고', '다이슨', '다이슨드라이기', '슈퍼소닉뉴럴', 'dyson']",129,7,3523,17151,0.0016980472456674823,DS3,niche_only,afternoon,False
3341478921731735335_11394255093,reel,16.866,189,Monday,5,8,4,2024,20574,0,False,False,[],3,3,1090,4910,0.0002916160388821385,DS3,none,night,False
3428521894574289698_46642536975,reel,60.933,241,Tuesday,8,6,8,2024,1494755,11,True,False,"['viral', 'reels', 'ownvoice', 'trending', 'explore', 'fyp', 'dosti', 'yaari', 'no1yaari', 'truefriends', 'instagram']",23679,44,199231,415723,0.015870817712054678,DS3,mixed,morning,False
3474963974194708098_3182481780,reel,66.633,482,Wednesday,10,9,10,2024,8304,7,False,False,"['apple', 'iphone', 'iphone16', 'iphone16plus', 'appleintelligence', 'audiomix', 'spatialaudio']",28,0,813,2128,0.0033714629741119807,DS3,niche_only,morning,False
3551846306106873350,reel,80.266,774,Thursday,11,23,1,2025,80091,3,True,False,"['kvibes_trimegahsekuritas', 'trimaplus', 'trimegahsekuritas']",1592,30,13474,36387,0.02025171053288718,DS3,niche_only,morning,False
3607059628976287918_6827774310,reel,29.993,37,Wednesday,16,9,4,2025,55847,0,False,False,[],692,16,7244,19591,0.012677266867211,DS3,none,afternoon,False
3791597515884917428_346122692,reel,66.409,392,Saturday,6,20,12,2025,360570,4,True,False,"['hermantotanoko', 'timothyronald', 'podcast', 'ai']",4971,79,38784,90165,0.014005563398054753,DS3,niche_only,morning,True
3588270862508288712,reel,37.8,0,Friday,18,14,3,2025,80091,0,False,False,[],147,1,5957,20504,0.0018478749438146133,DS3,none,evening,False
3789577495650743268_5720681446,reel,87.657,201,Wednesday,12,17,12,2025,10268,2,False,False,"['mononkvl', 'モノンクル', '僕ら行き止まりで笑いあいたい', 'lpレコード']",152,3,1042,4113,0.015093972149186874,DS3,niche_only,afternoon,False
3605665723745198248_22229035903,reel,4.966,55,Monday,18,7,4,2025,29852,4,False,False,"['kesfet', 'fyp', 'keşfet', 'kesfetteyiz']",168,0,4797,15538,0.005627575118078585,DS3,mixed,evening,False
3426071917697290974,reel,89.84,271,Friday,23,2,8,2024,80091,2,False,False,"['aos2024', 'abah&sons']",110,5,1440,5969,0.0014358487739100036,DS3,niche_only,evening,False
3469219278543649356,reel,17.768,489,Tuesday,11,1,10,2024,80091,0,False,False,[],47,2,574,1689,0.0006117964341007841,DS3,none,morning,False
3623694686817719097_27779533113,reel,288.2,107,Friday,15,2,5,2025,38230,3,False,False,"['padrepiotv', 'drittoalcuore', 'donfrancescoarmenti']",122,3,227,1543,0.00326959797023358,DS3,niche_only,afternoon,False
3763561906440486446_1488938593,reel,26.133,40,Tuesday,14,11,11,2025,151171,0,False,False,[],5,0,98,1024,3.3074908051755616e-05,DS3,none,afternoon,False
3577509767339962898,reel,117.281,494,Thursday,21,27,2,2025,80091,3,False,False,"['beingblackinmexico', 'migrationmatters', 'livewithintention”']",,4,332,970,,DS3,niche_only,evening,False
3454701633693205320,reel,27.427,294,Wednesday,11,11,9,2024,80091,14,False,False,"['polewear', 'tatianaactive', 'notjustforshow', 'polewearaddict', 'polewearbrand', 'polewear', 'tatianaactive', 'notjustforshow', 'poledance', 'poleaddict', 'poledancer', 'polelove', 'polecommunity', 'poledancersofig']",148,2,1323,3751,0.001872846226839135,DS3,niche_only,morning,False
3596798801249389000_342039024,reel,25.266,39,Wednesday,12,26,3,2025,10449,0,False,False,[],25,0,210,725,0.0023923444976076554,DS3,none,afternoon,False
3594524957956989870,reel,67.7,136,Sunday,9,23,3,2025,80091,1,True,False,"['marketing""']",498,6,9082,24770,0.006292763322179494,DS3,niche_only,morning,True
3455444987054602506,reel,28.533,124,Thursday,11,12,9,2024,80091,1,True,False,['10thmyriadgrandmonde'],,23,1836,5909,,DS3,niche_only,morning,False
3610476666879806152,reel,33.3,268,Monday,9,14,4,2025,80091,1,False,False,"['білизна', 'білизнавнаявності', 'білизнаодеса', 'білизнакупити', 'білизнаназамовлення', 'білизнадніпро', 'білизнакиїв', 'білизнаукраїна', 'білизнальвів', 'briponok']",127,0,1772,7210,0.0015856764720571343,DS3,niche_only,morning,False
3544556117378766450,reel,16.266,589,Monday,10,13,1,2025,80091,2,False,False,"['🐼in中目黒', 'バレンタインカフェ', '東京グルメ', 'japantravel', 'instafood']",4988,4,71625,329367,0.06232832242920641,DS3,niche_only,morning,False
3561689758134283971,reel,168.266,1394,Thursday,1,6,2,2025,80091,0,True,False,[],16586,161,129041,319346,0.2090970384058333,DS3,none,night,False
3615797755968475716,reel,76.333,112,Monday,17,21,4,2025,80091,3,False,False,"['qualificados', 'bauzeirorojão', 'bauzeirofreestyle']",,18,9489,51463,,DS3,niche_only,afternoon,False
3637257997838751750,reel,89.333,355,Wednesday,8,21,5,2025,80091,5,False,False,"['buongiorno', 'sogninelcassetto', 'obiettivo', 'paure', 'business']",13,2,9,881,0.0001872846226839135,DS3,niche_only,morning,False
3449775860751180178,reel,7.862,62,Wednesday,15,4,9,2024,80091,0,True,False,[],4251,3,19887,56365,0.05311391899315787,DS3,none,afternoon,False
3409276671642767007,reel,59.866,49,Wednesday,18,10,7,2024,80091,6,False,False,"['explore', 'happy', 'trending', 'bride', 'shoutout', 'shoot']",76,4,411,1694,0.000998851320980872,DS3,mixed,evening,False
3599315848336022401,reel,37.666,240,Saturday,23,29,3,2025,80091,0,False,False,[],69,1,827,2861,0.000873994905858263,DS3,none,evening,True
3583756659696390265_582099519,reel,10.033,78,Saturday,12,8,3,2025,106126,1,True,False,['iwd2025'],18,0,295,1549,0.0001696081110367767,DS3,niche_only,afternoon,True
3619955372607545259_7134303249,reel,48.233,22,Sunday,11,27,4,2025,246763,1,False,False,"['malayer', 'ملایر', 'همدان']",4169,72,33243,90123,0.017186461558412088,DS3,niche_only,morning,True
2872855349820481944,reel,59.766,676,Friday,15,1,7,2022,80091,18,True,False,"['angers', 'angersmaville', 'angerscity', 'streetart', 'streetartangers', 'botero', 'painting', 'paintingtechniques', 'paintingtechnique', 'angersmaville', 'igersangers', 'streetartstyle', 'peinture', 'sculpture', 'sculptureart', 'sculptureartist', 'sculpturelovers', 'sculpturepainting']",6758,19,30596,61426,0.08461519252859212,DS3,niche_only,afternoon,False
3625990571887721820_577843745,reel,35.5,549,Monday,19,5,5,2025,9434,7,False,False,"['turismo', 'empoderamentofeminino', 'desconto', 'hotéis', 'mulheresviajantes', 'elaviajasozinha', 'liberdadeparaviajar']",1,0,0,100,0.00010598834128245893,DS3,niche_only,evening,False
3608821398689892799_2275232868,reel,51.7,298,Saturday,2,12,4,2025,132841,8,False,False,"['legdayessentials', 'hamstringtraining', 'gluteworkout', 'controlledreps', 'formmatters', 'bodybuildingindia', 'legfocus', 'smarttraining']",1041,14,8926,35065,0.007941765405519339,DS3,niche_only,night,True
3596932447906375102_763100226,reel,28.333,32,Wednesday,16,26,3,2025,47241,0,True,False,[],3,202,229439,787089,0.004339359044917658,DS3,none,afternoon,False
3553789507915120389_1491246655,reel,34.233,188,Sunday,4,26,1,2025,57217,7,True,False,"['makeupartist', 'trending', 'jaipurmakeupartist', 'makeup', 'udaipurmakeupartist', 'makeuplooks', 'bride']",73,7,0,2774,0.0013981614177356776,DS3,mixed,night,True
2497401092582933133_283496139,reel,40.033,382,Friday,15,29,1,2021,1449,4,False,False,"['repost', 'renutriv', 'extraordinarybeauty', 'esteeartist']",93,0,124,11393,0.06413793103448276,DS3,niche_only,afternoon,False
3629687807978667612_2959668898,reel,15.0,174,Saturday,21,10,5,2025,13367,7,True,False,"['burunestetiği', 'rinoplasti', 'burunameliyatı', 'estetikburunameliyati', 'estetik', 'rhinoplasty', 'estetikburunistanbul']",25,0,0,1914,0.0018701376421304608,DS3,niche_only,evening,True
3626730240737013688,reel,54.8,352,Tuesday,20,6,5,2025,80091,2,False,False,"['cvspartner', 'mothersdayatcvs']",,2,56,65860,,DS3,niche_only,evening,False
3633336130762542166_1675120549,reel,581.466,27,Thursday,22,15,5,2025,80091,0,False,False,[],515,17,67,5496,0.006642361284522799,DS3,none,evening,False
3765372946802153972_7065413179,reel,38.0,233,Friday,2,14,11,2025,6388,0,True,False,[],5,0,0,546,0.0007825950853028644,DS3,none,night,False
3620175607249704406_345088367,reel,90.0,94,Sunday,18,27,4,2025,22609,6,True,False,"['paris', 'france', 'eiffeltower', 'seine', 'bonjour', 'tourism']",59,3,629,2134,0.0027421494913754977,DS3,niche_only,evening,True
3597933425513514884,reel,32.933,79,Friday,1,28,3,2025,80091,1,False,False,['fypppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp'],37,2,109,445,0.0004869400189781751,DS3,niche_only,night,False
3544627470196072261,reel,39.433,130,Monday,12,13,1,2025,80091,6,True,False,"['ration', 'rationcard', 'rationcardupdate', 'phonetrick', 'tips', 'tricks']",6459,29,56549,178280,0.08100684213154873,DS3,niche_only,afternoon,False
3405019210801863286_1272540188,reel,15.766,285,Thursday,21,4,7,2024,131202,7,True,False,"['unhasdecoradas', 'unhas', 'nailart', 'naildesign', 'alongamentodeunhas', 'formatos', 'cursosdealongamentodeunhas']",534,13,5782,21038,0.004169111986768595,DS3,niche_only,evening,False
3537038134577788484_5612799417,reel,43.458,102,Friday,1,3,1,2025,2402,0,False,False,[],0,0,0,135,0.0,DS3,none,night,False
3389612282851511284_200970647,reel,3.033,376,Thursday,15,13,6,2024,159185,4,True,False,"['côtesdurhône', 'winedogs', 'biodynamicwines', 'wheninrhône']",87,0,2009,10835,0.0005465304737853831,DS3,niche_only,afternoon,False
3554896099030412793,reel,306.32,148,Monday,16,27,1,2025,3545034,2,True,False,"['arynews', 'offtherecord']",108,0,0,3747,3.0465143503519713e-05,DS3,niche_only,afternoon,False
3596045597567996924_17900312334,reel,17.735,29,Tuesday,11,25,3,2025,763655,2,False,False,"['babitashera27', 'babitameena27']",25483,137,174534,334941,0.0335491373078978,DS3,niche_only,morning,False
1493789905065755461_5099105964,reel,15.081,326,Saturday,22,15,4,2017,193,30,False,False,"['thoitrang', 'goldmask', 'vietnamese', 'phongcach', 'cute', 'giamcan', 'duongda', 'thoitrangnam', 'hangquangchau', 'codon', 'lamdep', 'hangthietke', 'saigon', 'daytrangdiem', 'trangdiem', 'lamtoc', 'facialtoner', 'myphamusa', 'congai', 'thanhlyvay', 'unhappy', 'wannadie', 'thietke', 'kieutocdep', 'dep', 'thanhlyhochiminh', 'tamtrang', 'depressedquotes', 'biquyet', 'tuideocheo']",1,0,0,11393,0.005154639175257732,DS3,niche_only,evening,True
3409808548412987886_7015321726,reel,26.233,108,Thursday,12,11,7,2024,12773,2,False,False,"['sriramkarthikeyan', 'sriramkarthikeyansk']",538,20,0,9568,0.04368248003757633,DS3,niche_only,afternoon,False
3428301772693522606_282548755,reel,15.0,3,Tuesday,0,6,8,2024,5976,0,False,False,[],3,3,367,1098,0.001003848084323239,DS3,none,night,False
3581711388353291806_51294207698,reel,64.566,157,Wednesday,16,5,3,2025,638226,1,False,False,['fypシ'],1660,123,14518,33684,0.002793676857920458,DS3,niche_only,afternoon,False
3484462762966533245_1078991914,reel,78.7,347,Tuesday,12,22,10,2024,350643,4,True,False,"['pasangadeepavali', 'semmedeepavali', 'astroulagam', 'brightercelebrationtogether']",431,0,3437,20673,0.0012291669043246142,DS3,niche_only,afternoon,False
3491389694307457037,reel,138.4,726,Friday,1,1,11,2024,80091,7,True,False,"['exquisitemedia', 'exquisitetaste', 'asiadreams', 'inspiration', 'holidaydestination', 'destinasinusantara', 'pesonaindonesia']",232,4,482,1656,0.0029466113968935723,DS3,niche_only,night,False
3469158297733938106,reel,29.933,636,Tuesday,9,1,10,2024,80091,0,True,False,"['雙月感恩周年慶', '蛤蜊燉雞腿湯', '枸杞鱸魚湯', '富士吻仔山拌飯', '愛恨椒芝麵', '雙月乾蚵', '感恩週年慶', '雙月', '雙月食品社', '雙月食品', '週年慶', '雙月週年慶', '大安森林站', '大安森林公園', '大安森林公園美食', '台北美食', '台北小吃']",,6,338,14628,,DS3,niche_only,morning,False
3782222995558016940_6773914855,reel,13.21,97,Sunday,8,7,12,2025,101629,6,False,False,"['dog', 'doglover', 'dogsofinstagram', 'kokkachi', 'dogs', 'petsofinstagram']",11186,269,74141,143423,0.11271278165895897,DS3,niche_only,morning,True
3523819473814305278,reel,9.566,39,Sunday,19,15,12,2024,80091,0,True,False,[],,53,19555,95532,,DS3,none,evening,True
3592673417082101732,reel,23.503,58,Thursday,19,20,3,2025,80091,6,False,False,"['reelsinstagram', 'sisters', 'nightout', 'enjoy', 'trending', 'reels']",502,15,18886,46125,0.0064550766618388855,DS3,mixed,evening,False
3561707399392093509,reel,60.911,126,Thursday,2,6,2,2025,80091,0,False,False,[],26,0,340,1819,0.0003246266793187834,DS3,none,night,False
3576092269134903464,reel,15.666,794,Tuesday,22,25,2,2025,80091,10,True,False,"['browistacanada', 'torontomicroblading', 'browista2025', 'nanobrow', 'pmuchampionship', 'torontobrow', 'eyebrowfestival', '1', '1', '4']",485,54,5832,23414,0.006729760775108625,DS3,niche_only,evening,False
3406120285958056580,reel,9.4,175,Sunday,10,30,6,2024,80091,8,False,False,"['boxinggym', 'femaleboxing', 'femaleboxer', 'boxinggirl', 'fitnesskl', 'boxingworkout', 'boxingdrills', 'kualalumpur']",137,4,2815,8276,0.0017604754532287868,DS3,niche_only,morning,True
3601857013409188244,reel,70.0,385,Wednesday,11,2,4,2025,80091,1,True,False,['waqfamendmentbill'],525,4,2063,6208,0.006604904359986016,DS3,niche_only,morning,False
3438446023067290149_5925282936,reel,3.597,157,Tuesday,0,20,8,2024,20967,10,False,False,"['thadabhartar', 'funnymemes', 'funnymemesdaily', 'memesindia', 'haryanvisong', 'lokeshgurjar', 'desiraag', 'haryanvisongs', 'viralmemes', 'viralsong']",7,0,48,811,0.0003338420450209844,DS3,niche_only,night,False
3519214566461395076,reel,49.2,615,Monday,11,9,12,2024,80091,10,True,False,"['jellymolly', 'jellymollyjogja', 'jellyartjogja', 'puddingjogja', 'hampersjogja', 'hampersnataljogja', 'jellyjogja', 'bingkisannataljogja', 'santaclaus', 'christmas']",,2,3097,8559,,DS3,niche_only,morning,False
3552724720593014320,reel,49.172,36,Friday,17,24,1,2025,80091,1,True,False,['ucl'],40845,283,278510,874124,0.5135094641162663,DS3,niche_only,afternoon,False
3475713105192100107,reel,8.233,338,Thursday,10,10,10,2024,80091,0,False,False,[],2,0,14,113,2.49712830245218e-05,DS3,none,morning,False
3592614590190079204_23314311147,reel,331.598,90,Thursday,17,20,3,2025,390588,1,True,False,"['cmupdates', 'संवर_रहा_छत्तीसगढ़']",167,0,2363,14457,0.0004275594038746611,DS3,niche_only,afternoon,False
3540012754497809036_1592458612,reel,34.6,105,Tuesday,4,7,1,2025,497951,2,True,False,"['eathere', 'อร่อยบอกต่อ', 'unclebosssausage', 'ไส้กรอกชีสทะลัก', 'พารากอน']",4597,2,52408,114459,0.00923582995951417,DS3,niche_only,night,False
3625766652028654427_7473496963,reel,29.3,29,Monday,11,5,5,2025,1004983,0,True,False,[],359,1,6277,46582,0.00035821465814381124,DS3,none,morning,False
3439199699423034680,reel,55.966,1956,Wednesday,1,21,8,2024,80091,13,False,True,"['berghoffacademy', 'kesogoaja', 'sieruboh', 'resepmudah', 'reseprumahan', 'resepmasakan', 'resepsimple', 'menumasakanharian', 'menusederhana', 'sambalganja', 'asamudeung', 'aceh', 'kulineraceh']",69,42,543,1745,0.00138590620786096,DS3,niche_only,night,False
3615055487255487346,reel,6.05,82,Sunday,16,20,4,2025,80091,6,False,False,"['reelsvideo', 'reels', 'reelsviral', 'reelsinstagram', 'reelsinsta', 'viral']",103,0,1173,4022,0.0012860210757628728,DS3,mixed,afternoon,True
3631788536090861375,reel,16.4,575,Tuesday,19,13,5,2025,80091,0,False,False,[],384,14,242,19201,0.004969285321879838,DS3,none,evening,False
3603081542546254232_5457320683,reel,52.733,387,Friday,4,4,4,2025,114443,19,False,False,"['reels', 'reelsinstagram', 'reelsindia', 'reelsvideo', 'reelsviral', 'instagood', 'instagram', 'handwork', 'southindianwedding', 'wedding', 'weddingdress', 'saree', 'handembroidery', 'bride', 'reelsinstagram', 'instagood', 'traditionalwear', 'southindianweddings', 'menstyle']",82,0,5247,23598,0.0007165076369228618,DS3,mixed,night,False
3617289386384500346,reel,12.0,0,Wednesday,18,23,4,2025,80091,0,False,False,[],1335,48,1548,8794,0.017267642211456824,DS3,none,evening,False
3610692808525366739,reel,20.667,59,Monday,16,14,4,2025,80091,0,False,False,[],148,4,976,5098,0.0018978175098636567,DS3,none,afternoon,False
3605890601473074476,reel,82.633,319,Tuesday,1,8,4,2025,80091,0,True,False,[],1367,18,11564,36709,0.017292613494481347,DS3,none,night,False
3606866767000597485,reel,31.868,83,Wednesday,9,9,4,2025,80091,0,True,False,[],255,89,563,2064,0.004295060680217749,DS3,none,morning,False
3607766737114953929,reel,55.366,441,Thursday,15,10,4,2025,80091,0,False,False,[],631,8,18418,55918,0.007978324926334716,DS3,none,afternoon,False
3545328391589419831,reel,90.0,67,Tuesday,12,14,1,2025,80091,1,True,False,['srikanditakaful'],130,12,1065,3871,0.0017729610947410479,DS3,niche_only,afternoon,False
3513947075316951749,reel,29.566,39,Monday,4,2,12,2024,80091,0,False,False,[],39,0,955,2611,0.0004869400189781751,DS3,none,night,False
3417416184894068824,reel,54.566,351,Monday,0,22,7,2024,80091,1,False,False,"['협찬', '광고', '솜털밀착', '투명선스틱', '가히', '에어리핏선스틱', '가히선스틱', 'kahi', '깃털선스틱', '밀착선스틱', '솜털밀착', '워터부스팅', '특허기술', '선스틱추천']",2245,24,533,3455,0.02832992059131998,DS3,niche_only,night,False
3595931760011688847_63893635496,reel,20.5,875,Tuesday,7,25,3,2025,1564,9,False,False,"['diindonesiaaja', 'pesonaindonesia', 'wonderfulindonesia', 'beautifuldestination', 'landscape', 'exploremakassar', 'visitsulawesiselatan', 'maros', 'rammangrammang']",28,2,373,1477,0.019169329073482427,DS3,niche_only,morning,False
3430832399787694189,reel,59.993,245,Friday,12,9,8,2024,80091,19,True,False,"['reels', 'reelitfeelit', 'reelkarofeelkaro', 'reelsinstagram', 'explore', 'explorepage', 'explorar', 'exploring', 'fyp', 'golggapa', 'golgappagirl', 'panipuri', 'panipurilovers', 'viralgolgaapagirl', 'viralgirls', 'cute', 'trendingreels', 'foodporn', 'india']",32537,170,704108,1260778,0.40836787694151727,DS3,mixed,afternoon,False
3622860022956770188,reel,99.48,118,Thursday,11,1,5,2025,80091,2,False,False,"['80電幻物語', '德洲撲克', 'yt', '投資']",24,0,532,2576,0.0002996553962942616,DS3,niche_only,morning,False
3600074948754358151,reel,14.066,527,Monday,0,31,3,2025,80091,29,False,False,"['bajingankalem', 'bajinganberkelas', 'quotesindonesia', 'djindo', 'bajinganterhormat', 'brengsekterhormat', 'senimankata', 'djindonesia', 'kaptenkecils', 'katamagic', 'quotesindo', 'vidiostoryku', 'statusgalau', 'pathdailyindonesia', 'statuswakekinian🎶', 'vidio30detikstory', 'bangsatterhormat', 'djopus', 'videokeren', 'videokeren89', 'literasi30detik', 'vidiostory', 'lukaberpuisi', 'literasi', 'statuswhatsapp', 'statuskeren', 'storywabucin', 'storywa', 'djsoda']",153,0,1078,2372,0.0019103031513759178,DS3,niche_only,night,False
3630985924676380459,reel,72.866,120,Monday,16,12,5,2025,80091,0,True,False,[],782,15,9,13415,0.009951056285271938,DS3,none,afternoon,False
3436742671071693852_214157728,reel,41.633,210,Saturday,16,17,8,2024,3203259,8,True,False,"['cavalliclasshandbags', 'robertocavalliwatches', 'franckmuller', 'ss24collection', 'italianfashion', 'watchesforher', 'eoss', 'luxuryhandbags']",18121,127,0,259920,0.005696696490450353,DS3,niche_only,afternoon,True
3449419559324022577_8595557633,reel,9.133,50,Wednesday,4,4,9,2024,222754,0,False,False,[],14,0,0,7111,6.284931875827702e-05,DS3,none,night,False
3611592562858631201,reel,60.5,23,Tuesday,22,15,4,2025,80091,0,True,False,[],5,0,296,1165,6.24282075613045e-05,DS3,none,evening,False
3622193454228073169,reel,53.538,221,Wednesday,13,30,4,2025,80091,0,False,False,[],435,10,5604,22147,0.005556110472956101,DS3,none,afternoon,False
3630693208184883217,reel,15.0,11,Monday,6,12,5,2025,80091,0,False,False,[],65,0,25,1145,0.0008115666982969585,DS3,none,morning,False
3422188554671956374_5744567255,reel,29.566,15,Sunday,14,28,7,2024,122398,0,False,False,[],2129,22,0,51781,0.017573672987524408,DS3,none,afternoon,True
3450431403748668581_1437738417,reel,30.0,682,Thursday,13,5,9,2024,13154,1,False,False,['tenholesxjimimulthazam'],613,4,7830,23066,0.04690231851007222,DS3,niche_only,afternoon,False
3656309990363005036_5265036294,reel,31.062,498,Monday,15,16,6,2025,4296,22,False,False,"['touchbyweemua', 'myymua', 'letsmedes', 'mirimakeupartist', 'makeupartistsarawak', 'makeupnikah', 'makeupsanding', 'makeupartistmiri', 'muaborneo', 'makeupartistmalaysia', 'muamalaysia', 'makeupartist', 'makeup', 'makeupartist', 'makeuptransformation', 'makeupideas', 'muafollowtrain', 'muas', 'miri', 'malaysia', 'sarawakmakeupartist', 'muamirimakeupdinner']",28,0,54,1941,0.006516174074936002,DS3,niche_only,afternoon,False
3587773904525126846,reel,30.166,649,Friday,1,14,3,2025,80091,0,False,False,[],1,0,9,113,1.24856415122609e-05,DS3,none,night,False
3594197072669640164_206981062,reel,32.466,325,Saturday,22,22,3,2025,81504,11,True,False,"['grandmillennialstyle', 'nancymeyersaesthetic', 'springhome', 'myhomestyle', 'yeahthatgreenville', 'classicinteriors', 'traditionalhome', 'southernliving', 'familyroom', 'collectedinteriors', 'interiors']",569,10,0,8330,0.007103858658977977,DS3,niche_only,evening,True
3581631991243047904_1671899400,reel,34.666,465,Wednesday,14,5,3,2025,1463510,4,True,False,"['baki', 'baku', 'bakuws', 'bakuws1']",2118,44,0,35000,0.0014772693884774354,DS3,niche_only,afternoon,False
3756146098071987094_178218090,reel,74.6,285,Saturday,8,1,11,2025,3587,2,True,False,"['alagangysj', 'ysjbabies']",6,4,25,108,0.002787068004459309,DS3,niche_only,morning,True
3796692330468199109_61411368600,reel,12.687,95,Saturday,7,27,12,2025,47975,0,False,False,[],53,23,1091,52460,0.001584125396031349,DS3,none,morning,True
2894036576579398017_3012380159,reel,13.133,1036,Saturday,21,30,7,2022,263275,0,True,False,[],2462,93,0,113711,0.009704644555523482,DS3,none,evening,True
3570144036997307345,reel,267.9,411,Monday,17,17,2,2025,80091,3,True,False,"['rahulgandhi', 'thenewshouragenda', 'madhavdas']",72,6,1846,7664,0.0009738800379563502,DS3,niche_only,afternoon,False
2343697924205314789_3503670051,reel,3599.867,190,Wednesday,13,1,7,2020,5880,4,True,False,"['enerzal', 'doctorsday2020', 'immunity', 'hydrationdrink']",100,8,0,11393,0.018364223771467438,DS3,niche_only,afternoon,False
3599452401910189164,reel,61.0,727,Sunday,4,30,3,2025,80091,3,True,False,"['frankgreen', 'madebyusstyledbyyou', 'fromaustraliatosurabaya']",131,2,3770,8419,0.0016605903211306997,DS3,niche_only,night,True
3598568843649456334_14298129576,reel,38.066,609,Sunday,23,30,3,2025,11863,9,False,False,"['doctorhemorroides', 'medicosvenezolanos', 'hemorroides', 'habitos', 'venezuela', 'coloproctologo', 'diarrea', 'estreñimiento', 'vaselina']",56,4,899,2246,0.0050573162508428865,DS3,niche_only,evening,True
3474184656590870147_3520263102,reel,66.066,179,Tuesday,8,8,10,2024,133013,10,True,False,"['jaimataji', 'valsad', 'gokul', 'spvalsad', 'spsir', 'jaiambe', 'valsadpolice', 'dysp', 'navratri2024', 'dharmesh0022']",827,5,6726,18020,0.006254980678725547,DS3,niche_only,morning,False
3516302505963028007,reel,16.5,152,Thursday,10,5,12,2024,80091,0,True,False,"['그날', '뉴욕', '포니테일', '굵은히피펌', '트윙클펌']",782,4,16368,53274,0.009813714228637067,DS3,niche_only,morning,False
3626472270244458144,reel,75.066,317,Tuesday,11,6,5,2025,80091,0,True,False,[],79,9,58,3036,0.0010987364530789592,DS3,none,morning,False
3404056045912766917_3044307569,reel,35.866,128,Wednesday,13,3,7,2024,72226,0,False,False,[],633,45,11379,28519,0.009387071316820579,DS3,none,afternoon,False
3612665209577790423_64253873157,reel,21.833,1099,Thursday,9,17,4,2025,1437,11,False,False,"['aqualogicatravelkit', 'glowonthego', 'skincareessentials', 'travelfriendlybeauty', 'miniskincare', 'hydrationheroes', 'crueltyfreebeauty', 'compactskincare', 'jetsetglow', 'travelcompanion', 'skincareonthego\u200b']",66,90,376,1758,0.10848400556328233,DS3,niche_only,morning,False
3373061394689276612_266121838,reel,48.3,280,Tuesday,21,21,5,2024,7656,5,True,False,"['archerythoughtfortheday', 'archerycoach', 'archery', 'learnarchery', 'hustonarchery']",159,1,0,5194,0.020895912237168603,DS3,niche_only,evening,False
3405416070293416005_31145413888,reel,58.96,96,Friday,11,5,7,2024,39761,4,False,False,"['vieon', '7namchuacuoisechiatay', 'vieonoriginal', 'daitieccamxuc']",4,0,106,361,0.0001005985614405714,DS3,niche_only,morning,False
3587392650857198050_33061308734,reel,73.833,44,Thursday,12,13,3,2025,277431,0,True,False,[],965,45,13546,34434,0.003640531733902362,DS3,none,afternoon,False
3717965922045135180_1755368349,reel,80.466,182,Tuesday,16,9,9,2025,3727,16,False,False,"['gyminspiration', 'gymlife', 'pilates', 'reformarpilates', 'spa', 'spaces', 'gymvlog', 'vlog', 'vlogginglife', 'gymreels', 'gymworkout', 'gymlove', 'gymworkouts', 'gymgirl💪🏋️\u200d♀️', 'gymbabe', 'gymreels']",28,0,1006,3204,0.0075107296137339056,DS3,niche_only,afternoon,False
3598171279837727965_38271254683,reel,32.2,406,Friday,9,28,3,2025,123914,13,False,False,"['ts_👻', 'ts_pleasure', '트레저의_봄은_yellow', 'treasure', '트레저', 'choihyunsuk', '최현석', 'jihoon', '지훈', 'yoshi', '요시', 'junkyu', '준규', 'yoonjaehyuk', '윤재혁', 'asahi', '아사히', 'doyoung', '도영', 'haruto', '하루토', 'parkjeongwoo', '박정우', 'sojunghwan', '소정환']",2724,45,6666,16712,0.0223459629584796,DS3,niche_only,morning,False
3551213997448020558_2270435834,reel,34.566,100,Wednesday,15,22,1,2025,136266,0,True,False,[],40,4,422,1221,0.0003228954919386205,DS3,none,afternoon,False
3444644351794973779,reel,73.909,62,Wednesday,14,28,8,2024,80091,0,False,False,[],12703,12,75389,323940,0.15875493182839734,DS3,none,afternoon,False
3604567449252437556,reel,17.733,216,Sunday,5,6,4,2025,80091,0,False,False,"['افتادگی_پلک', 'افتادگی_پوست', 'لیفت', 'افتادگی_پلک']",2,1,106,296,3.74569245367827e-05,DS3,niche_only,night,True
