post_id,content_type,content_category,caption_length,post_day_of_week,post_hour,post_day,post_month,post_year,follower_count,hashtag_count,has_call_to_action,like_count,comment_count,share_count,save_count,reach_count,impression_count,engagement_rate,performance_bucket_label,dataset,time_block,is_weekend
IG0010413,image,Photography,134,Wednesday,14,20,11,2024,8167,10,True,408,7,21,58,10679,16535,0.0299,medium,DS1,afternoon,False
IG0010414,image,Food,129,Thursday,5,19,6,2025,10034,14,False,179,5,7,31,5540,7423,0.0299,medium,DS1,night,False
IG0010415,carousel,Beauty,140,Friday,5,7,11,2025,4972,9,False,90,4,5,10,3977,5647,0.0193,low,DS1,night,False
IG0010416,carousel,Lifestyle,119,Thursday,7,23,10,2025,15986,10,False,247,7,10,35,3878,5164,0.0579,viral,DS1,morning,False
IG0010417,image,Travel,106,Tuesday,21,4,2,2025,3447,12,False,125,4,5,29,2526,3496,0.0466,high,DS1,evening,False
IG0010418,reel,Travel,121,Wednesday,23,26,3,2025,10739,9,False,181,0,13,31,5911,7915,0.0284,medium,DS1,evening,False
IG0010419,image,Comedy,122,Saturday,14,14,6,2025,5824,10,False,464,17,21,69,6030,8707,0.0656,viral,DS1,afternoon,True
IG0010420,image,Technology,146,Sunday,11,11,5,2025,9696,7,True,75,2,5,13,6472,9486,0.01,low,DS1,morning,True
IG0010421,reel,Photography,136,Friday,12,17,1,2025,9461,5,True,60,1,3,12,4111,5275,0.0144,low,DS1,afternoon,False
IG0010422,image,Comedy,132,Wednesday,19,13,8,2025,5824,6,False,266,9,19,35,7005,10262,0.0321,medium,DS1,evening,False
IG0010423,image,Lifestyle,120,Saturday,4,8,3,2025,9044,2,True,539,20,27,79,10010,13144,0.0506,high,DS1,night,True
IG0010424,reel,Music,121,Thursday,5,5,6,2025,15986,6,False,22,1,0,2,2018,2735,0.0091,low,DS1,night,False
IG0010425,carousel,Fashion,124,Friday,6,6,6,2025,15986,2,True,24,2,1,4,2067,2912,0.0106,low,DS1,morning,False
IG0010426,carousel,Lifestyle,117,Wednesday,4,16,4,2025,3083,6,False,71,2,2,11,3710,5053,0.017,low,DS1,night,False
IG0010427,image,Lifestyle,105,Tuesday,4,12,8,2025,5824,4,True,0,8,25,62,9507,12438,0.0076,medium,DS1,night,False
IG0010428,carousel,Food,112,Monday,9,23,12,2024,10018,5,False,350,12,14,58,8666,9810,0.0442,high,DS1,morning,False
IG0010429,reel,Food,123,Wednesday,4,24,9,2025,4972,4,True,594,14,18,80,9516,14916,0.0473,high,DS1,night,False
IG0010430,reel,Food,128,Monday,6,27,10,2025,31095,8,True,96,6,6,16,3617,4784,0.0259,medium,DS1,morning,False
IG0010431,image,Food,132,Friday,13,14,2,2025,8167,9,True,101,1,5,14,4620,6477,0.0187,low,DS1,afternoon,False
IG0010432,image,Technology,112,Friday,14,13,6,2025,8167,11,True,212,10,13,30,8635,13757,0.0193,low,DS1,afternoon,False
IG0010433,image,Photography,120,Sunday,18,6,4,2025,5824,11,True,18,0,2,2,1581,2443,0.009,low,DS1,evening,True
IG0010434,image,Travel,139,Friday,9,14,3,2025,6916,4,False,215,6,16,35,3747,5474,0.0497,high,DS1,morning,False
IG0010435,image,Photography,114,Sunday,23,9,2,2025,4542,12,False,791,15,29,88,12340,14859,0.0621,viral,DS1,evening,True
IG0010436,image,Photography,131,Sunday,9,1,12,2024,13798,7,True,389,17,17,53,12447,15401,0.0309,medium,DS1,morning,True
IG0010437,carousel,Travel,116,Saturday,19,28,12,2024,3083,9,False,108,2,10,18,2277,2860,0.0483,high,DS1,evening,True
IG0010438,reel,Food,116,Monday,13,10,11,2025,9461,10,False,317,6,17,40,4551,6151,0.0618,viral,DS1,afternoon,False
IG0010439,image,Photography,125,Monday,3,27,10,2025,3083,13,False,706,25,45,100,10653,15578,0.0562,high,DS1,night,False
IG0010440,carousel,Technology,131,Tuesday,13,19,11,2024,3083,7,True,81,0,7,12,5185,6754,0.0148,low,DS1,afternoon,False
IG0010441,reel,Food,122,Thursday,5,14,8,2025,15986,6,False,111,3,6,14,1450,2213,0.0606,viral,DS1,night,False
IG0010442,carousel,Technology,120,Thursday,14,21,11,2024,9696,4,False,99,1,8,12,3692,4065,0.0295,medium,DS1,afternoon,False
IG0010443,carousel,Comedy,125,Saturday,23,15,11,2025,3083,7,False,382,9,19,54,5394,7352,0.0631,viral,DS1,evening,True
IG0010444,image,Photography,105,Thursday,8,30,10,2025,9461,9,True,152,7,9,19,2160,3386,0.0552,viral,DS1,morning,False
IG0010445,carousel,Fitness,116,Saturday,0,13,9,2025,9696,10,False,257,13,0,33,17707,20247,0.015,low,DS1,night,True
IG0010446,image,Technology,112,Tuesday,17,22,4,2025,7486,10,False,50,1,4,11,4571,5681,0.0116,low,DS1,afternoon,False
IG0010447,carousel,Comedy,109,Friday,14,14,3,2025,3551,10,False,327,9,19,52,4810,5997,0.0679,viral,DS1,afternoon,False
IG0010448,carousel,Beauty,122,Tuesday,14,11,11,2025,8167,8,True,176,5,6,32,13116,17298,0.0127,low,DS1,afternoon,False
IG0010449,image,Beauty,112,Friday,5,10,1,2025,15923,8,False,312,4,24,51,4026,6284,0.0622,viral,DS1,night,False
IG0010450,image,Comedy,131,Wednesday,14,19,3,2025,3447,5,False,2172,52,112,312,30793,46801,0.0566,viral,DS1,afternoon,False
IG0010451,reel,Music,115,Wednesday,6,1,10,2025,5824,8,False,171,4,7,30,3419,4554,0.0466,high,DS1,morning,False
IG0010452,carousel,Music,113,Saturday,13,30,11,2024,6916,6,False,232,11,9,49,8640,12227,0.0246,low,DS1,afternoon,True
IG0010453,image,Food,126,Friday,9,22,11,2024,8167,12,False,428,12,22,79,5983,8714,0.0621,viral,DS1,morning,False
IG0010454,image,Music,138,Sunday,20,26,10,2025,10018,3,False,136,0,10,19,4420,6280,0.0263,low,DS1,evening,True
IG0010455,reel,Beauty,150,Sunday,11,19,10,2025,9461,12,False,363,9,19,33,4747,7240,0.0586,viral,DS1,morning,True
IG0010456,carousel,Music,121,Wednesday,4,30,4,2025,9696,7,False,72,1,3,13,2549,2826,0.0315,medium,DS1,night,False
IG0010457,reel,Fitness,100,Wednesday,21,17,9,2025,15986,8,True,392,10,18,60,13134,19824,0.0242,medium,DS1,evening,False
IG0010458,image,Beauty,143,Thursday,5,30,10,2025,5824,2,False,272,7,13,40,5029,6322,0.0525,high,DS1,night,False
IG0010459,reel,Technology,108,Wednesday,3,22,1,2025,15986,8,False,150,3,9,23,12733,16014,0.0116,low,DS1,night,False
IG0010460,carousel,Lifestyle,119,Wednesday,13,22,10,2025,15923,4,False,549,17,23,84,7445,9708,0.0693,viral,DS1,afternoon,False
IG0010461,reel,Music,126,Sunday,9,24,8,2025,3083,6,False,131,2,11,23,4528,6828,0.0245,low,DS1,morning,True
IG0010462,reel,Music,114,Saturday,6,28,12,2024,3551,8,False,205,3,11,28,2879,3828,0.0645,viral,DS1,morning,True
IG0010463,reel,Photography,117,Wednesday,8,29,10,2025,8167,10,True,53,2,3,6,4047,4961,0.0129,low,DS1,morning,False
IG0010464,reel,Travel,117,Friday,15,4,7,2025,9696,7,True,0,24,27,0,9070,9991,0.0051,viral,DS1,afternoon,False
IG0010465,carousel,Fitness,116,Friday,13,10,1,2025,3447,7,False,196,11,7,33,3288,3763,0.0656,viral,DS1,afternoon,False
IG0010466,reel,Beauty,137,Friday,1,6,12,2024,10034,7,False,26,2,2,8,2403,3353,0.0113,low,DS1,night,False
IG0010467,carousel,Beauty,118,Saturday,23,7,6,2025,9461,10,True,408,9,20,62,12788,18006,0.0277,medium,DS1,evening,True
IG0010468,image,Fashion,119,Tuesday,9,17,12,2024,13798,6,False,312,17,9,45,12658,19479,0.0197,low,DS1,morning,False
IG0010469,carousel,Travel,104,Wednesday,9,6,8,2025,7486,10,True,225,5,11,25,10367,14495,0.0184,low,DS1,morning,False
IG0010470,carousel,Music,139,Friday,5,13,12,2024,9696,2,False,203,3,0,37,4161,4746,0.0512,high,DS1,night,False
IG0010471,carousel,Comedy,103,Thursday,2,29,5,2025,13798,8,True,168,7,4,34,2230,2489,0.0856,viral,DS1,night,False
IG0010472,carousel,Photography,105,Sunday,1,28,9,2025,31095,5,False,117,3,5,21,2882,3493,0.0418,high,DS1,night,True
IG0010473,image,Technology,120,Sunday,9,26,10,2025,5824,7,False,533,18,25,83,18692,25314,0.026,low,DS1,morning,True
IG0010474,carousel,Photography,109,Tuesday,5,7,10,2025,15986,10,False,143,0,7,18,2980,3720,0.0452,high,DS1,night,False
IG0010475,image,Music,127,Tuesday,21,26,11,2024,9461,9,False,387,0,20,53,7680,10349,0.0444,high,DS1,evening,False
IG0010476,carousel,Fashion,116,Saturday,20,24,5,2025,3551,6,False,847,17,52,130,13200,15689,0.0667,viral,DS1,evening,True
IG0010477,carousel,Lifestyle,111,Monday,19,6,1,2025,8167,10,False,246,12,17,36,3310,3867,0.0804,viral,DS1,evening,False
IG0010478,image,Beauty,118,Sunday,1,26,10,2025,5824,11,False,86,4,2,17,5495,8657,0.0126,low,DS1,night,True
IG0010479,carousel,Technology,112,Saturday,3,12,7,2025,5824,11,False,94,1,6,10,1937,3080,0.036,medium,DS1,night,True
IG0010480,image,Travel,124,Friday,0,3,10,2025,6916,4,True,196,7,7,27,5626,6819,0.0348,medium,DS1,night,False
IG0010481,carousel,Music,119,Thursday,11,11,9,2025,8167,8,True,260,12,15,46,6265,7633,0.0436,high,DS1,morning,False
IG0010482,reel,Fitness,116,Friday,9,13,12,2024,4972,7,False,63,1,2,13,1296,1835,0.0431,high,DS1,morning,False
IG0010483,image,Comedy,131,Wednesday,3,12,11,2025,5824,7,False,64,4,0,12,3075,4296,0.0186,low,DS1,night,False
IG0010484,image,Photography,145,Saturday,11,1,11,2025,13798,4,False,82,3,4,13,7559,9511,0.0107,low,DS1,morning,True
IG0010485,reel,Fashion,122,Saturday,23,20,9,2025,10739,8,True,220,8,10,24,3306,4942,0.053,high,DS1,evening,True
IG0010486,image,Lifestyle,138,Friday,9,28,2,2025,3551,4,False,230,2,12,31,4065,5318,0.0517,high,DS1,morning,False
IG0010487,image,Food,117,Tuesday,18,4,11,2025,15986,5,True,362,10,20,44,6668,9391,0.0464,high,DS1,evening,False
IG0010488,reel,Comedy,117,Friday,2,6,6,2025,10739,11,True,535,22,24,82,6940,8754,0.0757,viral,DS1,night,False
IG0010489,image,Music,115,Friday,21,21,3,2025,6916,9,True,122,2,3,18,8006,10183,0.0142,low,DS1,evening,False
IG0010490,reel,Lifestyle,119,Thursday,13,10,7,2025,3083,6,True,274,5,12,39,8896,14139,0.0233,low,DS1,afternoon,False
IG0010491,image,Comedy,130,Monday,14,2,6,2025,13798,10,True,152,6,13,28,5237,7177,0.0277,medium,DS1,afternoon,False
IG0010492,image,Comedy,123,Saturday,1,5,7,2025,4972,7,True,214,6,10,27,4299,5547,0.0463,high,DS1,night,True
IG0010493,reel,Beauty,130,Wednesday,15,4,12,2024,31095,8,False,165,4,4,16,2824,3960,0.0477,high,DS1,afternoon,False
IG0010494,image,Comedy,134,Thursday,3,13,2,2025,15986,8,True,59,1,3,10,4530,5393,0.0135,low,DS1,night,False
IG0010495,image,Fitness,127,Wednesday,4,16,4,2025,15923,9,False,589,17,29,92,7944,9050,0.0803,viral,DS1,night,False
IG0010496,image,Lifestyle,115,Saturday,23,5,4,2025,15986,3,False,109,1,5,12,1836,2531,0.0502,high,DS1,evening,True
IG0010497,carousel,Music,117,Thursday,13,5,12,2024,9461,10,False,109,5,8,21,1536,1728,0.0828,viral,DS1,afternoon,False
IG0010498,reel,Music,123,Wednesday,3,21,5,2025,31095,5,False,376,15,22,55,7337,8332,0.0562,viral,DS1,night,False
IG0010499,image,Fitness,140,Friday,13,14,2,2025,22291,11,False,222,0,11,38,4024,4856,0.0558,viral,DS1,afternoon,False
IG0010500,image,Travel,129,Saturday,4,18,1,2025,4972,7,False,414,11,18,61,10881,13728,0.0367,medium,DS1,night,True
IG0010501,carousel,Lifestyle,114,Thursday,12,28,8,2025,9461,4,False,278,8,20,32,7477,8429,0.0401,medium,DS1,afternoon,False
IG0010502,image,Comedy,116,Friday,19,11,4,2025,3551,3,False,139,4,8,25,8784,11187,0.0157,low,DS1,evening,False
IG0010503,image,Fashion,108,Wednesday,18,15,10,2025,9461,8,False,408,13,18,59,7581,9154,0.0544,viral,DS1,evening,False
IG0010504,reel,Technology,107,Saturday,5,14,12,2024,6916,8,False,85,4,5,8,2965,3957,0.0258,low,DS1,night,True
IG0010505,carousel,Lifestyle,117,Wednesday,8,15,10,2025,10018,3,False,218,9,14,26,3669,4350,0.0614,viral,DS1,morning,False
IG0010506,reel,Food,119,Saturday,21,27,9,2025,13798,6,False,280,11,9,37,4884,6533,0.0516,high,DS1,evening,True
IG0010507,reel,Fashion,115,Thursday,22,2,1,2025,3447,4,True,178,10,4,29,7917,11082,0.0199,low,DS1,evening,False
IG0010508,image,Fitness,115,Thursday,7,5,6,2025,8167,2,True,282,7,5,46,6805,9565,0.0355,medium,DS1,morning,False
IG0010509,image,Comedy,122,Saturday,0,24,5,2025,9696,6,True,144,5,9,17,2167,3144,0.0557,viral,DS1,night,True
IG0010510,carousel,Travel,116,Friday,6,28,2,2025,4542,7,False,50,1,0,3,3570,5629,0.0096,low,DS1,morning,False
IG0010511,image,Food,124,Saturday,23,8,3,2025,10034,8,False,235,5,14,39,6874,9374,0.0313,medium,DS1,evening,True
IG0010512,carousel,Travel,124,Sunday,11,27,4,2025,15923,9,False,522,7,15,87,15401,23049,0.0274,medium,DS1,morning,True
IG0010513,image,Travel,115,Sunday,6,2,3,2025,15923,13,False,56,2,5,10,1983,3044,0.024,low,DS1,morning,True
IG0010514,carousel,Photography,122,Sunday,16,23,2,2025,3447,10,False,110,1,11,15,2929,4294,0.0319,medium,DS1,afternoon,True
IG0010515,carousel,Beauty,129,Friday,17,20,12,2024,7486,14,False,317,10,14,44,4643,6197,0.0621,viral,DS1,afternoon,False
IG0010516,carousel,Food,123,Thursday,15,5,6,2025,9044,14,True,343,24,15,47,4807,7147,0.06,viral,DS1,afternoon,False
IG0010517,image,Technology,136,Monday,3,10,11,2025,3551,9,True,401,9,27,62,7595,8518,0.0586,viral,DS1,night,False
IG0010518,reel,Beauty,113,Sunday,4,23,3,2025,4542,4,True,441,18,22,62,7449,11094,0.0489,high,DS1,night,True
IG0010519,reel,Food,106,Monday,8,21,4,2025,3551,6,False,951,30,59,143,12670,16165,0.0732,viral,DS1,morning,False
IG0010520,image,Travel,103,Wednesday,8,2,7,2025,10739,11,False,60,2,5,6,1515,1886,0.0387,medium,DS1,morning,False
IG0010521,carousel,Beauty,129,Saturday,11,5,4,2025,13798,6,True,242,5,9,38,5433,8127,0.0362,medium,DS1,morning,True
IG0010522,carousel,Food,116,Friday,1,3,10,2025,9696,7,True,324,10,23,46,5656,8774,0.0459,high,DS1,night,False
IG0010523,image,Technology,107,Thursday,22,28,11,2024,7486,4,True,145,1,8,16,2309,2696,0.0631,viral,DS1,evening,False
IG0010524,image,Fashion,109,Friday,2,22,11,2024,10018,8,True,72,2,1,12,2427,2734,0.0318,medium,DS1,night,False
IG0010525,carousel,Lifestyle,134,Friday,7,16,5,2025,31095,5,False,412,14,17,57,10799,14949,0.0334,medium,DS1,morning,False
IG0010526,carousel,Comedy,103,Thursday,8,24,7,2025,8167,5,True,0,4,11,17,4663,5857,0.0055,medium,DS1,morning,False
IG0010527,image,Food,117,Saturday,10,16,8,2025,10739,10,True,62,0,1,10,3717,5833,0.0125,low,DS1,morning,True
IG0010528,image,Technology,132,Thursday,12,21,8,2025,5824,13,False,196,7,8,28,2480,3359,0.0712,viral,DS1,afternoon,False
IG0010529,reel,Lifestyle,115,Thursday,19,24,4,2025,3447,9,True,106,0,0,13,6492,7166,0.0166,low,DS1,evening,False
IG0010530,carousel,Beauty,109,Friday,17,11,4,2025,13798,7,False,217,6,13,41,3299,4306,0.0643,viral,DS1,afternoon,False
IG0010531,carousel,Food,119,Tuesday,13,2,9,2025,10739,11,False,615,20,26,82,9571,15243,0.0487,high,DS1,afternoon,False
IG0010532,image,Food,123,Monday,10,11,8,2025,10034,7,False,32,2,2,5,2769,4179,0.0098,low,DS1,morning,False
IG0010533,carousel,Fitness,133,Friday,1,21,2,2025,3551,7,True,580,16,34,85,8912,13276,0.0539,high,DS1,night,False
IG0010534,image,Food,94,Sunday,14,20,4,2025,4542,10,False,122,2,4,17,7212,10522,0.0138,low,DS1,afternoon,True
IG0010535,carousel,Comedy,115,Tuesday,1,16,9,2025,9696,11,False,659,20,46,87,11717,17048,0.0476,high,DS1,night,False
IG0010536,image,Fitness,114,Wednesday,12,25,12,2024,15986,7,False,628,16,24,104,7912,9963,0.0775,viral,DS1,afternoon,False
IG0010537,image,Lifestyle,128,Sunday,21,13,4,2025,6916,10,False,272,9,10,48,4581,6443,0.0526,high,DS1,evening,True
IG0010538,carousel,Beauty,115,Tuesday,10,20,5,2025,4972,12,False,154,7,9,29,8742,12912,0.0154,low,DS1,morning,False
IG0010539,image,Beauty,130,Monday,20,3,2,2025,15986,5,True,570,13,24,97,9861,14470,0.0487,high,DS1,evening,False
IG0010540,image,Music,128,Friday,14,23,5,2025,3551,6,False,220,7,11,26,6474,7421,0.0356,medium,DS1,afternoon,False
IG0010541,carousel,Music,104,Wednesday,5,16,4,2025,8167,5,False,566,19,31,78,11499,15903,0.0436,high,DS1,night,False
IG0010542,carousel,Lifestyle,114,Monday,14,22,9,2025,10018,6,False,334,6,8,45,7097,10709,0.0367,medium,DS1,afternoon,False
IG0010543,carousel,Photography,113,Saturday,15,4,1,2025,15923,9,False,509,15,30,81,18238,25244,0.0252,medium,DS1,afternoon,True
IG0010544,image,Technology,126,Saturday,0,18,10,2025,9044,9,False,381,14,27,71,8148,12167,0.0405,medium,DS1,night,True
IG0010545,image,Photography,105,Saturday,22,20,9,2025,6916,8,True,604,12,26,93,8426,10473,0.0702,viral,DS1,evening,True
IG0010546,image,Technology,131,Saturday,7,12,4,2025,10739,9,False,1087,29,56,165,22443,24950,0.0536,high,DS1,morning,True
IG0010547,reel,Fitness,123,Sunday,19,7,9,2025,4542,11,False,103,2,5,14,2653,2952,0.042,high,DS1,evening,True
IG0010548,carousel,Lifestyle,104,Thursday,7,19,6,2025,8167,11,True,54,4,3,10,3987,4822,0.0147,low,DS1,morning,False
IG0010549,image,Technology,124,Sunday,9,15,6,2025,3083,7,False,284,9,19,41,11791,14207,0.0248,low,DS1,morning,True
IG0010550,carousel,Music,123,Sunday,0,17,8,2025,4972,7,False,71,1,2,7,2744,3181,0.0255,medium,DS1,night,True
IG0010551,image,Music,134,Sunday,10,7,9,2025,31095,14,True,74,2,8,9,2699,3953,0.0235,low,DS1,morning,True
IG0010552,image,Travel,114,Friday,7,30,5,2025,22291,2,False,136,9,4,22,3187,4290,0.0399,medium,DS1,morning,False
IG0010553,reel,Technology,120,Tuesday,14,2,9,2025,13798,3,False,247,7,12,27,4614,6417,0.0457,high,DS1,afternoon,False
IG0010554,reel,Lifestyle,135,Friday,18,10,10,2025,9461,13,True,209,10,11,38,5064,7365,0.0364,medium,DS1,evening,False
IG0010555,reel,Fashion,125,Friday,13,22,8,2025,31095,6,False,258,7,18,29,11014,15666,0.0199,low,DS1,afternoon,False
IG0010556,carousel,Fitness,124,Sunday,3,7,9,2025,10739,9,True,698,37,35,94,8775,10250,0.0843,viral,DS1,night,True
IG0010557,carousel,Food,125,Wednesday,7,25,6,2025,10034,7,False,72,1,6,12,2880,4096,0.0222,low,DS1,morning,False
IG0010558,image,Food,142,Saturday,23,1,2,2025,9044,12,True,1607,40,82,244,38528,46421,0.0425,high,DS1,evening,True
IG0010559,reel,Technology,114,Thursday,11,27,3,2025,15986,14,False,297,7,11,60,5301,7700,0.0487,high,DS1,morning,False
IG0010560,carousel,Photography,114,Thursday,17,18,9,2025,3551,8,False,565,14,24,73,10533,13678,0.0494,high,DS1,afternoon,False
IG0010561,carousel,Fitness,125,Saturday,8,14,6,2025,4972,9,True,363,12,12,42,3843,6045,0.071,low,DS1,morning,True
IG0010562,image,Beauty,124,Wednesday,3,29,10,2025,10034,13,False,91,1,5,11,8513,11565,0.0093,low,DS1,night,False
IG0010563,image,Comedy,108,Wednesday,5,23,7,2025,9696,4,False,131,3,12,36,3111,4106,0.0443,high,DS1,night,False
IG0010564,image,Food,119,Monday,13,9,12,2024,31095,6,False,118,1,5,15,1579,2098,0.0663,viral,DS1,afternoon,False
IG0010565,carousel,Music,127,Friday,12,6,6,2025,8167,8,False,400,16,23,63,6882,9894,0.0507,high,DS1,afternoon,False
IG0010566,carousel,Fitness,99,Friday,7,18,7,2025,3083,5,True,107,1,3,16,7457,9764,0.013,low,DS1,morning,False
IG0010567,image,Photography,116,Sunday,19,12,1,2025,13798,6,False,147,3,10,25,2250,2676,0.0691,viral,DS1,evening,True
IG0010568,image,Lifestyle,112,Saturday,23,7,6,2025,13798,9,False,64,0,3,11,4155,4976,0.0157,low,DS1,evening,True
IG0010569,image,Photography,109,Saturday,6,23,11,2024,9696,9,True,417,15,15,65,5455,7628,0.0671,viral,DS1,morning,True
IG0010570,image,Fitness,110,Friday,13,25,4,2025,8167,6,True,731,20,36,110,9467,11088,0.0809,viral,DS1,afternoon,False
IG0010571,carousel,Beauty,129,Tuesday,7,17,6,2025,5824,10,True,418,13,24,70,10122,13316,0.0394,medium,DS1,morning,False
IG0010572,image,Food,120,Tuesday,11,3,12,2024,9044,4,True,916,24,45,139,13797,16233,0.0692,viral,DS1,morning,False
IG0010573,carousel,Music,138,Wednesday,19,30,4,2025,15923,10,False,170,9,15,28,2755,3069,0.0723,viral,DS1,evening,False
IG0010574,carousel,Fashion,123,Thursday,1,20,3,2025,8167,9,True,153,2,13,31,6583,8570,0.0232,low,DS1,night,False
IG0010575,image,Lifestyle,127,Saturday,3,24,5,2025,3083,8,True,716,17,31,98,23187,26905,0.032,medium,DS1,night,True
IG0010576,carousel,Music,107,Sunday,20,11,5,2025,4542,6,False,0,3,3,13,2294,2560,0.0074,high,DS1,evening,True
IG0010577,reel,Beauty,103,Saturday,3,24,5,2025,13798,8,True,266,6,15,42,3825,4763,0.0691,viral,DS1,night,True
IG0010578,image,Comedy,110,Sunday,10,6,7,2025,9696,12,False,105,3,10,20,4406,4891,0.0282,medium,DS1,morning,True
IG0010579,image,Beauty,90,Wednesday,23,19,2,2025,8167,4,True,212,4,10,38,5055,6019,0.0439,high,DS1,evening,False
IG0010580,reel,Beauty,145,Sunday,9,16,2,2025,4542,10,False,548,18,26,79,9060,11058,0.0607,viral,DS1,morning,True
IG0010581,image,Food,131,Tuesday,4,7,1,2025,4972,7,False,304,9,12,41,5686,7296,0.0502,high,DS1,night,False
IG0010582,image,Fitness,111,Monday,8,8,9,2025,6916,3,False,183,5,8,25,7689,11701,0.0189,low,DS1,morning,False
IG0010583,image,Fitness,133,Friday,6,20,6,2025,31095,3,False,178,4,5,23,3511,5142,0.0408,medium,DS1,morning,False
IG0010584,carousel,Music,106,Wednesday,22,24,9,2025,6916,5,True,51,3,1,5,2757,3041,0.0197,low,DS1,evening,False
IG0010585,carousel,Comedy,108,Wednesday,11,26,3,2025,31095,3,False,56,4,0,14,2370,2735,0.0271,medium,DS1,morning,False
IG0010586,image,Comedy,114,Thursday,4,6,2,2025,9044,11,False,256,5,12,35,4380,6070,0.0507,high,DS1,night,False
IG0010587,image,Photography,128,Tuesday,2,26,8,2025,9044,3,False,1557,48,72,207,6832,7966,0.2365,viral,DS1,night,False
IG0010588,reel,Fashion,122,Sunday,7,24,11,2024,3551,8,True,166,3,5,25,7116,11253,0.0177,low,DS1,morning,True
IG0010589,image,Beauty,130,Wednesday,19,24,9,2025,4542,10,False,167,10,11,32,5931,7856,0.028,medium,DS1,evening,False
IG0010590,image,Fashion,118,Friday,2,29,11,2024,4972,8,False,508,14,28,63,12042,15696,0.0391,medium,DS1,night,False
IG0010591,image,Travel,126,Tuesday,3,21,1,2025,10739,7,False,269,9,20,43,5308,6302,0.0541,high,DS1,night,False
IG0010592,reel,Technology,116,Monday,11,7,7,2025,10739,7,False,544,18,37,72,9175,13677,0.0491,high,DS1,morning,False
IG0010593,reel,Beauty,112,Sunday,0,6,7,2025,9044,6,False,70,1,3,6,4115,5687,0.0141,low,DS1,night,True
IG0010594,image,Fashion,140,Friday,7,14,11,2025,6916,7,True,148,10,12,21,8662,13277,0.0144,low,DS1,morning,False
IG0010595,reel,Food,135,Wednesday,8,18,12,2024,9696,9,False,177,5,7,29,9798,12385,0.0176,low,DS1,morning,False
IG0010596,reel,Technology,127,Tuesday,2,4,3,2025,6916,8,True,491,9,27,73,8519,12437,0.0482,high,DS1,night,False
IG0010597,reel,Comedy,115,Tuesday,5,28,10,2025,4972,5,False,44,3,0,6,3869,5895,0.009,low,DS1,night,False
IG0010598,reel,Beauty,109,Sunday,19,2,2,2025,22291,4,False,683,24,38,108,9061,13141,0.0649,viral,DS1,evening,True
IG0010599,reel,Beauty,123,Wednesday,8,8,10,2025,3083,8,True,531,12,45,90,4397,6245,0.1086,medium,DS1,morning,False
IG0010600,image,Comedy,131,Monday,1,21,4,2025,10018,8,True,219,7,10,32,3126,4319,0.0621,viral,DS1,night,False
IG0010601,reel,Photography,139,Friday,2,17,1,2025,7486,8,False,50,0,4,7,2310,3489,0.0175,low,DS1,night,False
IG0010602,carousel,Food,117,Tuesday,13,31,12,2024,10034,7,False,1013,32,53,171,15767,20572,0.0617,viral,DS1,afternoon,False
IG0010603,carousel,Beauty,93,Friday,12,25,4,2025,9044,6,False,115,4,11,19,6757,8425,0.0177,low,DS1,afternoon,False
IG0010604,image,Fashion,103,Saturday,13,15,2,2025,7486,10,False,189,6,12,38,3719,4690,0.0522,high,DS1,afternoon,True
IG0010605,carousel,Beauty,117,Tuesday,13,29,4,2025,13798,11,True,1200,38,52,180,24232,30452,0.0483,high,DS1,afternoon,False
IG0010606,image,Technology,118,Friday,16,17,10,2025,10739,7,True,25,0,1,2,380,476,0.0588,viral,DS1,afternoon,False
IG0010607,image,Beauty,125,Thursday,14,30,10,2025,6916,6,True,211,2,10,23,3336,3909,0.0629,viral,DS1,afternoon,False
IG0010608,carousel,Fashion,135,Friday,11,18,4,2025,31095,3,False,208,6,8,30,4234,6409,0.0393,medium,DS1,morning,False
IG0010609,carousel,Lifestyle,122,Saturday,6,3,5,2025,7486,3,True,351,12,13,54,5398,8145,0.0528,high,DS1,morning,True
IG0010610,image,Technology,125,Thursday,8,13,3,2025,3447,5,True,611,21,30,77,11060,15937,0.0464,high,DS1,morning,False
IG0010611,carousel,Music,112,Sunday,11,16,11,2025,10018,5,True,507,11,27,0,11343,17425,0.0313,medium,DS1,morning,True
IG0010612,image,Music,98,Thursday,16,30,10,2025,6916,12,False,77,2,6,12,1486,2331,0.0416,high,DS1,afternoon,False
IG0010613,reel,Technology,114,Sunday,18,20,7,2025,4972,12,False,251,6,11,42,6877,9779,0.0317,medium,DS1,evening,True
IG0010614,reel,Food,134,Friday,6,25,7,2025,15923,5,False,153,4,10,16,3607,4080,0.0449,high,DS1,morning,False
IG0010615,image,Lifestyle,125,Sunday,15,19,1,2025,15923,8,False,68,3,4,3,3424,3884,0.0201,low,DS1,afternoon,True
IG0010616,reel,Technology,113,Thursday,2,2,10,2025,22291,7,False,65,1,1,16,4433,5298,0.0157,low,DS1,night,False
IG0010617,carousel,Fashion,140,Wednesday,18,14,5,2025,6916,10,True,99,1,4,15,5718,6855,0.0174,low,DS1,evening,False
IG0010618,image,Travel,118,Monday,18,23,12,2024,6916,7,True,113,2,8,21,6630,10172,0.0142,low,DS1,evening,False
IG0010619,image,Fitness,112,Wednesday,19,18,6,2025,10739,10,False,286,5,14,45,8665,13775,0.0254,low,DS1,evening,False
